SystemNotes,guproplanid,guaccountid,ExpiryDate,ProPlanCode,B_Isvalid,CAFReserve,SMSSID,VCNO,STBNO,Status,CASType,RefNo,NextRenewal,LCOCode,GULCOID,SubsName,RowNumber,MainKey,DateofActivated,TotalB2BAmount,TotalB2CAmount,BillingDetails,id
0,P000100010000100001000000240,M000100010000100001007034879,4/10/2019 8:28:21 PM,DD PUNE 1,0,,7034879,000090904277,350015021125871,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,PRABHAKAR REVANSHIDH JADHAV,1,0055E16C,,61.36,153.40,,1
0,P000100010000100001000000240,M000100010000100001007042500,4/10/2019 8:28:21 PM,DD PUNE 1,0,,7042500,000090877929,350015021341007,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,VENKETEMMA DATTATREY GAJJAM,2,0055FF22,,192.40,328.04,,2
0,P000100010000100001000000240,M000100010000100001007042746,4/10/2019 8:28:21 PM,DD PUNE 1,0,,7042746,000090917600,350015021134428,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,3,00560027,,61.36,153.40,,3
0,P000100010000100001000000240,M000100010000100001011268280,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11268280,000090877812,350015021341049,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,8,009E5E8C,,143.58,272.58,,8
0,P000100010000100001000000240,M000100010000100001011268306,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11268306,000091429365,350015071154839,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,12,009E5EB0,,221.58,374.06,,12
0,P000100010000100001000000240,M000100010000100001011374878,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11374878,000092158773,350015076002942,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,16,00A18CEF,,121.68,234.82,,16
0,P000100010000100001000000240,M000100010000100001011404193,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11404193,000094865029,350015071145449,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,18,00A24001,,161.26,292.64,,18
0,P000100010000100001000000240,M000100010000100001011468766,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468766,000090904582,350015021125962,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,20,00A5E8D7,,240.45,369.76,,20
0,P000100010000100001000000240,M000100010000100001011468767,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468767,000090696303,350015021136878,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,21,00A5E8D8,,255.06,412.12,,21
0,P000100010000100001000000240,M000100010000100001011468768,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468768,000090878331,350015021340793,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,22,00A5E8DA,,215.84,328.93,,22
0,P000100010000100001000000240,M000100010000100001011468769,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468769,000090878240,350015021340843,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,23,00A5E8DB,,277.54,424.80,,23
0,P000100010000100001000000240,M000100010000100001011468770,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468770,000091428615,350015071154706,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,24,00A5E8DC,,198.72,309.46,,24
0,P000100010000100001000000240,M000100010000100001011468772,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468772,000090904301,350015021125889,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,26,00A5E8DF,,258.96,416.54,,26
0,P000100010000100001000000240,M000100010000100001011468773,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468773,000090904558,350015021125954,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,27,00A5E8DE,,278.68,438.96,,27
0,P000100010000100001000000240,M000100010000100001011468774,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468774,000090696238,350015021136845,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,28,00A5E8E1,,126.10,239.84,,28
0,P000100010000100001000000240,M000100010000100001011468779,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468779,000090904616,350015021125970,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,31,00A5E8E6,,151.12,281.14,,31
0,P000100010000100001000000240,M000100010000100001011468786,4/10/2019 8:28:21 PM,DD PUNE 1,0,,11468786,000090696121,350015021136795,Active,NDS,-,-,LCOPN285,M000100010000100001000012576,Dummy,32,00A5E8EE,,240.52,395.60,,32
