SystemNotes,guproplanid,guaccountid,ExpiryDate,ProPlanCode,B_Isvalid,CAFReserve,SMSSID,VCNO,STBNO,Status,CASType,RefNo,NextRenewal,LCOCode,GULCOID,SubsName,RowNumber,MainKey,DateofActivated,TotalB2BAmount,TotalB2CAmount,BillingDetails,id
0,P000100010000100001000000454,M000100010000100001010616581,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10616581,000210980116,350116238012231,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,1,008DDAA6,,142.34,245.44,,1
0,P000100010000100001000000454,M000100010000100001010616584,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10616584,000210978995,350116238012298,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,2,008DDAA9,,142.34,245.44,,2
0,P000100010000100001000000454,M000100010000100001010616586,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10616586,000210981023,350116238060073,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,3,008DDAAC,,101.86,199.42,,3
0,P000100010000100001000000454,M000100010000100001010619524,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619524,000212330476,350116238034243,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,4,008DE6A4,,121.58,221.84,,4
0,P000100010000100001000000454,M000100010000100001010619525,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619525,000212330450,350116238034250,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,5,008DE6A5,,179.74,287.92,,5
0,P000100010000100001000000454,M000100010000100001010619526,4/7/2019 1:41:12 PM,DD NASIK 1,0,,10619526,000212330419,350116238034276,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,6,008DE6A6,,101.86,199.42,,6
0,P000100010000100001000000454,M000100010000100001010619527,4/7/2019 1:41:12 PM,DD NASIK 1,0,,10619527,000212330278,350116238034359,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,7,008DE6A7,,134.06,236.00,,7
0,P000100010000100001000000454,M000100010000100001010619530,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619530,000212378996,350116238035810,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,8,008DE6AA,,121.58,221.84,,8
0,P000100010000100001000000454,M000100010000100001010619532,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619532,000212379630,350116238035885,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,9,008DE6AC,,171.44,278.48,,9
0,P000100010000100001000000454,M000100010000100001010619533,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619533,000212379614,350116238035893,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,10,008DE6AD,,121.58,221.84,,10
0,P000100010000100001000000454,M000100010000100001010619534,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619534,000212379606,350116238035901,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,11,008DE6AE,,204.66,316.24,,11
0,P000100010000100001000000454,M000100010000100001010619535,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619535,000212379580,350116238035919,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,12,008DE6AF,,184.94,293.82,,12
0,P000100010000100001000000454,M000100010000100001010619536,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619536,000212379507,350116238035950,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,13,008DE6B0,,287.76,410.64,,13
0,P000100010000100001000000454,M000100010000100001010619538,4/7/2019 1:41:12 PM,DD NASIK 1,0,,10619538,000212335210,350116238081145,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,14,008DE6B2,,125.74,226.56,,14
0,P000100010000100001000000454,M000100010000100001010619539,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619539,000212335095,350116238081202,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,15,008DE6B3,,167.56,274.06,,15
0,P000100010000100001000000454,M000100010000100001010619540,4/10/2019 12:09:56 AM,DD NASIK 1,0,,10619540,000212335079,350116238081210,Active,NDS,-,-,LCONS920,M000100010000100001000015657,Dummy,16,008DE6B4,,214.02,326.86,,16
