SystemNotes,guproplanid,guaccountid,ExpiryDate,ProPlanCode,B_Isvalid,CAFReserve,SMSSID,VCNO,STBNO,Status,CASType,RefNo,NextRenewal,LCOCode,GULCOID,SubsName,RowNumber,MainKey,DateofActivated,TotalB2BAmount,TotalB2CAmount,BillingDetails,id
0,P000100010000100001000000158,M000100010000100001006745921,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6745921,000089206742,350015021183599,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,2,00519E29,,139.24,274.94,,2
0,P000100010000100001000000158,M000100010000100001006747813,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6747813,000093797413,350015029664921,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,3,0051A5DE,,206.50,359.90,,3
0,P000100010000100001000000158,M000100010000100001006748868,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6748868,000089444244,350015020068908,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,4,0051A90D,,206.50,359.90,,4
0,P000100010000100001000000158,M000100010000100001006748930,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6748930,000088915954,350015029712472,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,5,0051A94B,,277.30,454.30,,5
0,P000100010000100001000000158,M000100010000100001006750051,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750051,000088896071,350015029738360,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,6,0051AD88,,158.96,297.36,,6
0,P000100010000100001000000158,M000100010000100001006750458,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750458,000089376941,350015020238584,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,7,0051AF1F,,139.24,274.94,,7
0,P000100010000100001000000158,M000100010000100001006750463,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750463,000089375950,350015020321182,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,8,0051AF24,,206.50,359.90,,8
0,P000100010000100001000000158,M000100010000100001006750466,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750466,000089376081,350015020321315,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,9,0051AF27,,139.24,274.94,,9
0,P000100010000100001000000158,M000100010000100001006750472,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750472,000089376230,350015020321430,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,10,0051AF2D,,206.50,359.90,,10
0,P000100010000100001000000158,M000100010000100001006750541,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750541,000090333436,350015020502617,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,11,0051AF72,,206.50,359.90,,11
0,P000100010000100001000000158,M000100010000100001006750623,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6750623,000088936588,350015029661836,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,12,0051AFC4,,277.30,454.30,,12
0,P000100010000100001000000158,M000100010000100001006751090,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6751090,000089613145,350015019149537,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,13,0051B197,,206.50,359.90,,13
0,P000100010000100001000000158,M000100010000100001006752334,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6752334,000088934310,350015029605296,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,15,0051B6EC,,139.24,274.94,,15
0,P000100010000100001000000158,M000100010000100001006752435,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6752435,000088917323,350015029712910,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,17,0051B751,,206.50,359.90,,17
0,P000100010000100001000000158,M000100010000100001006752445,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6752445,000088918172,350015029713769,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,18,0051B75B,,139.24,274.94,,18
0,P000100010000100001000000158,M000100010000100001006752447,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6752447,000088916317,350015029735283,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,19,0051B75D,,206.50,359.90,,19
0,P000100010000100001000000158,M000100010000100001006752971,4/4/2019 11:54:11 PM,DD DELHI 2,0,,6752971,000090317074,350015020479428,Active,NDS,-,-,LCODL1707,M000100010000100001000018742,Dummy,20,0051B976,,139.24,274.94,,20
